rank,frontier_score,frontier_stage,family_id,family_label,canonical_work_id,family_work_count,family_chunked_count,family_discovered_count,family_failed_count,family_collection_ids,family_jurisdiction_lanes,family_topic_family,candidate_work_id,candidate_title,candidate_collection_id,candidate_jurisdiction_lane,candidate_creator,candidate_publication_year,candidate_ingest_status,candidate_member_role,candidate_volume_like,candidate_series_title_key,candidate_creator_title_key,candidate_priority_score,candidate_title_penalty,candidate_topic_score,candidate_archive_series_count,candidate_archive_creator_series_count,candidate_archive_series_penalty,candidate_archive_creator_series_penalty,rationale
228,1448,uncovered_family,family-sanitation-for-public-health-nurses-hill-hw1-7c48342c9d,Sanitation for public health nurses,nlm-54230540R,1,0,1,0,nlm-digital-collections,US,nursing;public-health,nlm-54230540R,Sanitation for public health nurses : (the fundamentals of public health),nlm-digital-collections,US,"Hill, Hibbert Winslow, 1871-1947 author.",,discovered,canonical,no,sanitation for public health nurses,hill hibbert winslow 1871 1947::sanitation for public health nurses,466,0,44,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: nursing;public-health; recommended lane: nlm-digital-collections; canonical candidate
229,1448,uncovered_family,family-sarsaparilla-and-sarsaparilla-so-called-unknown-f6dd02abe1,"Sarsaparilla, and sarsaparilla so called",wellcome-ec7zvf4f,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-ec7zvf4f,"Sarsaparilla, and sarsaparilla so called : a popular analysis of a popular medicine, its nature, properties, and uses, how to insure its success as a remedy, the most approved forms, and the various phases of disease in which it may be advantageously employed / by Linnaeus Smilax.",wellcome-collection,UK,,1854,discovered,canonical,no,sarsaparilla and sarsaparilla so called,unknown::sarsaparilla and sarsaparilla so called,472,0,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
230,1448,uncovered_family,family-specific-medication-and-specific-medicines-unkno-77ded00909,Specific medication and specific medicines,wellcome-f4svcf45,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-f4svcf45,Specific medication and specific medicines / by John M. Scudder.,wellcome-collection,UK,,1870,discovered,canonical,no,specific medication and specific medicines,unknown::specific medication and specific medicines,472,0,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
231,1448,uncovered_family,family-specific-medication-and-specific-medicines-unkno-ead7046b06,Specific medication and specific medicines,wellcome-wbnuxbwu,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-wbnuxbwu,"Specific medication and specific medicines : revised, with an appendix containing the articles published on the subject since the first edition : and a report of cases illustrating specific medication / John M. Scudder.",wellcome-collection,UK,,1874,discovered,canonical,no,specific medication and specific medicines,unknown::specific medication and specific medicines,472,0,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
232,1448,uncovered_family,family-supplement-to-the-companion-to-the-latest-editio-56829666d5,Supplement to the Companion to the latest edition of the British Pharmacopoeia,wellcome-pfm2m8kg,1,0,1,0,wellcome-collection,UK,pharmacopoeia,wellcome-pfm2m8kg,"Supplement to the Companion to the latest edition of the British Pharmacopoeia : including the additions, 1890 / by Peter Wyatt Squire and Alfred Herbert Squire.",wellcome-collection,UK,,1891,discovered,canonical,no,supplement to the companion to the latest edition of the british pharmacopoeia,unknown::supplement to the companion to the latest edition of the british pharmacopoeia,472,0,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
233,1448,uncovered_family,family-syllabus-of-materia-medical-for-the-use-of-teach-c9eee7ffb4,Syllabus of materia medical for the use of teachers and students,wellcome-dp7avajd,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-dp7avajd,Syllabus of materia medical for the use of teachers and students : based on a selection or definition of subjects in teaching and examining and also on an estimate of the relative values of articles and preparations in the British Pharmacopœia with doses affixed / by Alexander Harvey and Alexander Dyce Davidson.,wellcome-collection,UK,,1873,discovered,canonical,no,syllabus of materia medical for the use of teachers and students,unknown::syllabus of materia medical for the use of teachers and students,472,0,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
234,1448,uncovered_family,family-indigenous-drugs-of-india-or-short-descriptive-n-c167de7cd7,"The indigenous drugs of India, or, Short descriptive notices of the principal medicines, both vegetable and mineral, in common use among the natives of India",wellcome-dxghy3xz,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-dxghy3xz,"The indigenous drugs of India, or, Short descriptive notices of the principal medicines, both vegetable and mineral, in common use among the natives of India / by Kanny Loll Dey.",wellcome-collection,UK,,1867,discovered,canonical,no,indigenous drugs of india,unknown::indigenous drugs of india,472,0,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
235,1448,uncovered_family,family-therapeutics-unknown-253ea20166,Therapeutics,wellcome-bbajwnj2,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-bbajwnj2,"Therapeutics : its principles and practice : a work on medical agencies, drugs and poisons, with especial reference to the relations between physiology and clinical medicine / by H.C. Wood.",wellcome-collection,UK,,1888,discovered,canonical,no,therapeutics,unknown::therapeutics,472,0,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
236,1448,uncovered_family,family-thomsonian-medical-instructor-unknown-5ba3173e48,Thomsonian medical instructor,wellcome-jsmz9vmb,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-jsmz9vmb,"Thomsonian medical instructor : containing practical information relating to the Thomsonian medicines, plants, barks, and roots, in general use, directions for administering a Thomsonian emetic and vapour bath, observations on preparing food for the sick, dietetic habits.",wellcome-collection,UK,,1855,discovered,canonical,no,thomsonian medical instructor,unknown::thomsonian medical instructor,472,0,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
237,1446,uncovered_family,family-handbuch-der-hygiene-unknown-da081d6b4f,Handbuch der Hygiene,wellcome-h492r3gs,1,0,1,0,wellcome-collection,UK,dietetics;hygiene;public-health,wellcome-h492r3gs,Handbuch der Hygiene : der privaten und öffentlichen / von Friedrich Oesterlen.,wellcome-collection,UK,,1857,discovered,canonical,no,handbuch der hygiene,unknown::handbuch der hygiene,416,74,92,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: dietetics;hygiene;public-health; recommended lane: wellcome-collection; canonical candidate
238,1445,uncovered_family,family-general-therapeutics-and-materia-medica-adapted--a31afd36f1,General therapeutics and materia medica: adapted for a medical text book .,wellcome-ac88kyr6,2,0,2,0,wellcome-collection,UK,materia-medica,wellcome-ac88kyr6,General therapeutics and materia medica: adapted for a medical text book (Volume 1).,wellcome-collection,UK,,1843,discovered,canonical,yes,general therapeutics and materia medica adapted for a medical text book,unknown::general therapeutics and materia medica adapted for a medical text book,437,0,52,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
239,1445,uncovered_family,family-useful-drugs-chemistry-cop-baa80001c0,Useful drugs,nlm-7702738,1,0,1,0,nlm-digital-collections,US,materia-medica,nlm-7702738,"Useful drugs : a list of drugs selected to supply the demand for a less extensive materia medica and especially to serve as a basis for the teaching of materia medica and therapeutics and for examinations on these subjects by state licensing boards with a brief discussion of their actions, uses and dosage",nlm-digital-collections,US,Council on Pharmacy and Chemistry (American Medical Association) author.,,discovered,canonical,no,useful drugs,council on pharmacy and chemistry::useful drugs,469,0,52,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: nlm-digital-collections; canonical candidate
240,1444,uncovered_family,family-integrating-hygiene-promotion-into-world-bank-pr-2d890d68f4,Integrating Hygiene Promotion Into World Bank Projects,wellcome-vcy692ad,1,0,1,0,wellcome-collection,UK,hygiene;public-health,wellcome-vcy692ad,Integrating Hygiene Promotion Into World Bank Projects : Experiences from Colombia and Peru / Rocío Florez.,wellcome-collection,UK,,,discovered,canonical,no,integrating hygiene promotion into world bank projects,unknown::integrating hygiene promotion into world bank projects,450,18,56,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: hygiene;public-health; recommended lane: wellcome-collection; canonical candidate
241,1443,uncovered_family,family-farmacopea-ferrarese-unknown-385c5069e3,Farmacopea ferrarese,wellcome-dssywmag,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-dssywmag,Farmacopea ferrarese / del Antonio Campana.,wellcome-collection,UK,,1825,discovered,canonical,no,farmacopea ferrarese,unknown::farmacopea ferrarese,469,0,18,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
242,1443,uncovered_family,family-posological-and-therapeutic-tables-unknown-772ad4e5ee,Posological and therapeutic tables,wellcome-wus9eve8,2,0,2,0,wellcome-collection,UK,pharmacopoeia,wellcome-wus9eve8,"Posological and therapeutic tables : containing the doses, actions, and uses of the medicines in the British pharmacopoeia; with poisons / [Alexander Henry].",wellcome-collection,UK,,1875,discovered,canonical,no,posological and therapeutic tables,unknown::posological and therapeutic tables,469,0,28,0,0,0,0,Uncovered family; 2 works in family; 0 chunked; 2 discovered; topics: pharmacopoeia; recommended lane: wellcome-collection; canonical candidate
243,1442,uncovered_family,family-brief-history-of-london-and-its-commercial-devel-b82d0f780b,A brief history of London and its commercial development,wellcome-tjk7kr5h,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-tjk7kr5h,"A brief history of London and its commercial development : souvenir of the International Congress of Chambers of Commerce, London 1910 / introduction by Henry S. Wellcome.",wellcome-collection,UK,,1910,discovered,canonical,no,brief history of london and its commercial development,unknown::brief history of london and its commercial development,466,0,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
244,1442,uncovered_family,family-arrangement-of-british-plants-according-to-the-l-2b4315e600,"An arrangement of British plants; according to the latest improvements of the Linnaean system. To which is prefixed, An easy introduction to the study of botany. Illustrated by copper plates",wellcome-yss258s7,1,0,1,0,wellcome-collection,UK,botany,wellcome-yss258s7,"An arrangement of British plants; according to the latest improvements of the Linnaean system. To which is prefixed, An easy introduction to the study of botany. Illustrated by copper plates / by William Withering, M.D. F.R.S. member of the Royal Academy of Sciences at Lisbon; Fellow of the Linnæan Society; honorary member of the Royal Medical Society at Edinburgh, &c.",wellcome-collection,UK,,1796,discovered,canonical,no,arrangement of british plants,unknown::arrangement of british plants,460,18,44,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: botany; recommended lane: wellcome-collection; canonical candidate
245,1442,uncovered_family,family-anglo-saxon-leechcraft-unknown-55ba253c97,Anglo-Saxon leechcraft,wellcome-vek37uhw,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-vek37uhw,Anglo-Saxon leechcraft : an historical sketch of early English medicine. Lecture memoranda British Medical Association Liverpool 1912.,wellcome-collection,UK,,1912,discovered,canonical,no,anglo saxon leechcraft,unknown::anglo saxon leechcraft,466,0,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
246,1442,uncovered_family,family-dental-formulary-unknown-b5f01a517b,Dental formulary,wellcome-def43ysq,1,0,1,0,wellcome-collection,UK,materia-medica,wellcome-def43ysq,Dental formulary : a practical guide for the preparation of chemical and technical compounds and accessories as used in the office and laboratory by the dental practitioner : with an index to oral diseases and their treatment / by Hermann Prinz.,wellcome-collection,UK,,1911,discovered,canonical,no,dental formulary,unknown::dental formulary,466,0,38,0,0,0,0,Uncovered family; 1 works in family; 0 chunked; 1 discovered; topics: materia-medica; recommended lane: wellcome-collection; canonical candidate
